-2.000000, 0.000000, 0.000000
-1.940120, 0.012289, 0.449835
-1.885440, 0.038692, 0.477991
-1.366850, 0.117567, -0.339644
-0.909461, -0.096529, -0.563988
-0.805832, -0.210414, -1.280070
-0.615112, -1.038450, -1.440940
-0.447569, -0.489268, -2.463250
-0.873194, -0.956050, -2.054870
-0.227954, 0.370496, -1.984310
-0.206533, 1.181570, -1.081060
-0.238564, 1.234340, -0.913646
-0.466467, 1.779860, -1.523620
-0.471697, 1.890650, -1.466710
-0.482811, 1.713010, -1.910900
-0.540380, 1.837860, -0.194983
-0.052524, 1.719260, -0.325505
-0.513302, 1.837680, -0.128348
0.422683, 1.636360, -0.316257
1.127060, 1.508390, 0.002340
1.344060, 1.489480, -0.354690
2.271620, 1.100640, -0.449791
3.190660, 0.712833, -0.336191
3.431300, 0.621881, -0.436891
3.531830, 0.577316, -0.387837
3.076770, 1.056010, -1.374530
2.864990, 1.579470, -0.872718
3.701350, 1.064660, -0.139124
